Date Time,Rainfall (mm)  #20102572,Coupler Detached,Coupler Attached,Host Connected,End Of File
05/13/24 13:40:49.0,101.854,,,,
05/13/24 13:41:40.0,102.108,,,,
05/13/24 13:55:30.0,102.362,,,,
05/13/24 14:00:11.0,102.616,,,,
05/13/24 14:02:39.0,102.870,,,,
05/13/24 14:09:03.0,103.124,,,,
05/13/24 14:22:39.0,103.378,,,,
05/13/24 15:57:23.0,103.632,,,,
05/13/24 16:00:38.0,103.886,,,,
05/14/24 01:19:02.0,104.140,,,,
05/14/24 01:21:58.0,104.394,,,,
05/14/24 01:24:37.0,104.648,,,,
05/14/24 01:42:15.0,104.902,,,,
05/14/24 05:14:48.0,105.156,,,,
05/14/24 05:16:24.0,105.410,,,,
05/14/24 05:17:27.0,105.664,,,,
05/14/24 05:18:25.0,105.918,,,,
05/14/24 05:20:59.0,106.172,,,,
05/14/24 05:22:38.0,106.426,,,,
05/14/24 05:23:29.0,106.680,,,,
05/14/24 05:26:04.0,106.934,,,,
05/14/24 05:29:46.0,107.188,,,,
05/14/24 06:08:54.0,107.442,,,,
05/14/24 07:52:39.0,107.696,,,,
05/14/24 07:55:11.0,107.950,,,,
05/14/24 07:57:47.0,108.204,,,,
05/14/24 08:01:09.0,108.458,,,,
05/14/24 08:04:30.0,108.712,,,,
05/14/24 08:07:34.0,108.966,,,,
05/14/24 08:12:40.0,109.220,,,,
05/14/24 08:16:02.0,109.474,,,,
05/14/24 08:20:05.0,109.728,,,,
05/14/24 08:25:15.0,109.982,,,,
05/14/24 08:28:34.0,110.236,,,,
05/14/24 08:33:28.0,110.490,,,,
05/14/24 08:37:25.0,110.744,,,,
05/14/24 08:41:49.0,110.998,,,,
05/14/24 08:47:05.0,111.252,,,,
05/14/24 08:51:18.0,111.506,,,,
05/14/24 08:54:18.0,111.760,,,,
05/14/24 09:02:57.0,112.014,,,,
05/14/24 09:06:40.0,112.268,,,,
05/14/24 09:11:27.0,112.522,,,,
05/14/24 09:19:05.0,112.776,,,,
05/14/24 09:29:46.0,113.030,,,,
05/14/24 09:35:45.0,113.284,,,,
05/14/24 09:37:48.0,113.538,,,,
05/14/24 09:39:49.0,113.792,,,,
05/14/24 09:42:47.0,114.046,,,,
05/14/24 09:45:33.0,114.300,,,,
05/14/24 09:48:34.0,114.554,,,,
05/14/24 09:56:37.0,114.808,,,,
05/14/24 10:45:26.0,115.062,,,,
05/14/24 11:01:28.0,115.316,,,,
05/14/24 11:06:49.0,115.570,,,,
05/14/24 11:20:03.0,115.824,,,,
06/03/24 09:17:24.0,116.078,,,,
06/03/24 09:17:46.0,116.332,,,,
06/03/24 09:18:24.0,116.586,,,,
06/03/24 09:19:00.0,116.840,,,,
06/03/24 09:51:03.0,117.094,,,,
06/03/24 10:17:54.0,117.348,,,,
06/03/24 10:29:25.0,117.602,,,,
06/03/24 10:30:03.0,117.856,,,,
06/03/24 10:30:46.0,118.110,,,,
06/03/24 21:29:48.0,118.364,,,,
06/03/24 21:30:32.0,118.618,,,,
06/03/24 21:32:30.0,118.872,,,,
06/03/24 21:34:06.0,119.126,,,,
06/03/24 21:35:13.0,119.380,,,,
06/03/24 21:36:17.0,119.634,,,,
06/03/24 21:36:52.0,119.888,,,,
06/03/24 21:37:14.0,120.142,,,,
06/03/24 21:37:33.0,120.396,,,,
06/03/24 21:37:53.0,120.650,,,,
06/03/24 21:38:09.0,120.904,,,,
06/03/24 21:38:36.0,121.158,,,,
06/03/24 21:39:20.0,121.412,,,,
06/03/24 21:40:41.0,121.666,,,,
06/03/24 22:31:59.0,121.920,,,,
06/03/24 22:33:05.0,122.174,,,,
06/03/24 22:33:30.0,122.428,,,,
06/03/24 22:33:51.0,122.682,,,,
06/03/24 22:34:21.0,122.936,,,,
06/03/24 22:34:45.0,123.190,,,,
06/03/24 22:35:08.0,123.444,,,,
06/03/24 22:35:27.0,123.698,,,,
06/03/24 22:35:46.0,123.952,,,,
06/03/24 22:36:02.0,124.206,,,,
06/03/24 22:36:15.0,124.460,,,,
06/03/24 22:36:24.0,124.714,,,,
06/03/24 22:36:39.0,124.968,,,,
06/03/24 22:36:59.0,125.222,,,,
06/03/24 22:37:32.0,125.476,,,,
06/03/24 22:37:46.0,125.730,,,,
06/03/24 22:37:59.0,125.984,,,,
06/03/24 22:38:12.0,126.238,,,,
06/03/24 22:38:27.0,126.492,,,,
06/03/24 22:38:38.0,126.746,,,,
06/03/24 22:38:58.0,127.000,,,,
06/03/24 22:39:13.0,127.254,,,,
06/03/24 22:39:29.0,127.508,,,,
06/03/24 22:39:40.0,127.762,,,,
06/03/24 22:39:54.0,128.016,,,,
06/03/24 22:40:05.0,128.270,,,,
06/03/24 22:40:15.0,128.524,,,,
06/03/24 22:40:22.0,128.778,,,,
06/03/24 22:40:28.0,129.032,,,,
06/03/24 22:40:34.0,129.286,,,,
06/03/24 22:40:40.0,129.540,,,,
06/03/24 22:40:46.0,129.794,,,,
06/03/24 22:40:51.0,130.048,,,,
06/03/24 22:40:56.0,130.302,,,,
06/03/24 22:41:03.0,130.556,,,,
06/03/24 22:41:11.0,130.810,,,,
06/03/24 22:41:18.0,131.064,,,,
06/03/24 22:41:24.0,131.318,,,,
06/03/24 22:41:30.0,131.572,,,,
06/03/24 22:41:37.0,131.826,,,,
06/03/24 22:41:44.0,132.080,,,,
06/03/24 22:41:49.0,132.334,,,,
06/03/24 22:41:55.0,132.588,,,,
06/03/24 22:42:00.0,132.842,,,,
06/03/24 22:42:05.0,133.096,,,,
06/03/24 22:42:09.0,133.350,,,,
06/03/24 22:42:14.0,133.604,,,,
06/03/24 22:42:19.0,133.858,,,,
06/03/24 22:42:26.0,134.112,,,,
06/03/24 22:42:32.0,134.366,,,,
06/03/24 22:42:40.0,134.620,,,,
06/03/24 22:42:46.0,134.874,,,,
06/03/24 22:42:52.0,135.128,,,,
06/03/24 22:42:58.0,135.382,,,,
06/03/24 22:43:05.0,135.636,,,,
06/03/24 22:43:11.0,135.890,,,,
06/03/24 22:43:16.0,136.144,,,,
06/03/24 22:43:23.0,136.398,,,,
06/03/24 22:43:30.0,136.652,,,,
06/03/24 22:43:38.0,136.906,,,,
06/03/24 22:43:48.0,137.160,,,,
06/03/24 22:43:56.0,137.414,,,,
06/03/24 22:44:02.0,137.668,,,,
06/03/24 22:44:08.0,137.922,,,,
06/03/24 22:44:15.0,138.176,,,,
06/03/24 22:44:21.0,138.430,,,,
06/03/24 22:44:26.0,138.684,,,,
06/03/24 22:44:32.0,138.938,,,,
06/03/24 22:44:37.0,139.192,,,,
06/03/24 22:44:44.0,139.446,,,,
06/03/24 22:44:50.0,139.700,,,,
06/03/24 22:44:55.0,139.954,,,,
06/03/24 22:45:01.0,140.208,,,,
06/03/24 22:45:06.0,140.462,,,,
06/03/24 22:45:11.0,140.716,,,,
06/03/24 22:45:15.0,140.970,,,,
06/03/24 22:45:21.0,141.224,,,,
06/03/24 22:45:28.0,141.478,,,,
06/03/24 22:45:39.0,141.732,,,,
06/03/24 22:45:50.0,141.986,,,,
06/03/24 22:45:57.0,142.240,,,,
06/03/24 22:46:03.0,142.494,,,,
06/03/24 22:46:09.0,142.748,,,,
06/03/24 22:46:17.0,143.002,,,,
06/03/24 22:46:23.0,143.256,,,,
06/03/24 22:46:29.0,143.510,,,,
06/03/24 22:46:41.0,143.764,,,,
06/03/24 22:46:53.0,144.018,,,,
06/03/24 22:47:09.0,144.272,,,,
06/03/24 22:47:24.0,144.526,,,,
06/03/24 22:47:41.0,144.780,,,,
06/03/24 22:47:54.0,145.034,,,,
06/03/24 22:48:16.0,145.288,,,,
06/03/24 22:49:19.0,145.542,,,,
06/03/24 22:50:28.0,145.796,,,,
06/03/24 22:50:52.0,146.050,,,,
06/03/24 22:51:13.0,146.304,,,,
06/03/24 22:51:43.0,146.558,,,,
06/03/24 22:52:36.0,146.812,,,,
06/03/24 23:01:03.0,147.066,,,,
06/08/24 10:10:24.0,147.320,,,,
06/08/24 10:18:34.0,147.574,,,,
06/08/24 10:20:30.0,147.828,,,,
06/08/24 10:23:44.0,148.082,,,,
06/08/24 10:26:45.0,148.336,,,,
06/08/24 10:28:05.0,148.590,,,,
06/08/24 10:53:33.0,148.844,,,,
06/08/24 11:02:14.0,149.098,,,,
06/08/24 11:08:25.0,149.352,,,,
06/13/24 11:21:47.0,,,Logged,,
06/13/24 11:21:56.0,,,,Logged,
06/13/24 11:22:12.0,149.352,,,,Logged
