Plot Title: Manz. Office,,,,,,
#,"Date Time, GMT+02:00","Rainfall, mm (LGR S/N: 20102572, SEN S/N: 20102572)",Coupler Detached (LGR S/N: 20102572),Coupler Attached (LGR S/N: 20102572),Host Connected (LGR S/N: 20102572),End Of File (LGR S/N: 20102572)
79,03/31/23 05:47:14 AM,19.558,,,,
80,03/31/23 05:51:10 AM,19.812,,,,
81,03/31/23 05:53:48 AM,20.066,,,,
82,03/31/23 05:54:43 AM,20.32,,,,
83,03/31/23 05:55:47 AM,20.574,,,,
84,03/31/23 05:57:25 AM,20.828,,,,
85,03/31/23 05:58:42 AM,21.082,,,,
86,03/31/23 05:59:41 AM,21.336,,,,
87,03/31/23 06:01:32 AM,21.59,,,,
88,03/31/23 06:03:38 AM,21.844,,,,
89,03/31/23 06:05:48 AM,22.098,,,,
90,03/31/23 06:07:23 AM,22.352,,,,
91,03/31/23 06:09:39 AM,22.606,,,,
92,03/31/23 06:13:24 AM,22.86,,,,
93,03/31/23 06:21:52 AM,23.114,,,,
94,03/31/23 06:28:36 AM,23.368,,,,
95,03/31/23 06:43:46 AM,23.622,,,,
96,03/31/23 06:45:22 AM,23.876,,,,
97,03/31/23 06:47:58 AM,24.13,,,,
98,03/31/23 06:49:33 AM,24.384,,,,
99,03/31/23 06:52:42 AM,24.638,,,,
100,03/31/23 06:55:06 AM,24.892,,,,
101,03/31/23 06:59:18 AM,25.146,,,,
102,03/31/23 12:26:53 PM,25.4,,,,
103,04/02/23 09:56:10 AM,25.654,,,,
104,04/02/23 09:59:23 AM,25.908,,,,
105,04/03/23 08:17:50 PM,26.162,,,,
106,04/03/23 08:18:59 PM,26.416,,,,
107,04/03/23 08:20:11 PM,26.67,,,,
108,04/03/23 08:22:45 PM,26.924,,,,
109,04/03/23 08:24:24 PM,27.178,,,,
110,04/03/23 08:25:05 PM,27.432,,,,
111,04/03/23 08:25:35 PM,27.686,,,,
112,04/03/23 08:25:53 PM,27.94,,,,
113,04/03/23 08:26:09 PM,28.194,,,,
114,04/03/23 08:26:28 PM,28.448,,,,
115,04/03/23 08:26:45 PM,28.702,,,,
116,04/03/23 08:26:59 PM,28.956,,,,
117,04/03/23 08:27:11 PM,29.21,,,,
118,04/03/23 08:27:23 PM,29.464,,,,
119,04/03/23 08:27:35 PM,29.718,,,,
120,04/03/23 08:27:46 PM,29.972,,,,
121,04/03/23 08:27:58 PM,30.226,,,,
122,04/03/23 08:28:10 PM,30.48,,,,
123,04/03/23 08:28:22 PM,30.734,,,,
124,04/03/23 08:28:35 PM,30.988,,,,
125,04/03/23 08:28:50 PM,31.242,,,,
126,04/03/23 08:29:03 PM,31.496,,,,
127,04/03/23 08:29:37 PM,31.75,,,,
128,04/03/23 08:30:35 PM,32.004,,,,
129,04/03/23 08:31:51 PM,32.258,,,,
130,04/03/23 08:32:51 PM,32.512,,,,
131,04/03/23 08:33:42 PM,32.766,,,,
132,04/03/23 08:34:08 PM,33.02,,,,
133,04/03/23 08:34:42 PM,33.274,,,,
134,04/03/23 08:35:11 PM,33.528,,,,
135,04/03/23 08:35:53 PM,33.782,,,,
136,04/03/23 08:36:59 PM,34.036,,,,
137,04/03/23 08:37:33 PM,34.29,,,,
138,04/03/23 08:38:09 PM,34.544,,,,
139,04/03/23 08:39:18 PM,34.798,,,,
140,04/03/23 08:40:06 PM,35.052,,,,
141,04/03/23 08:40:35 PM,35.306,,,,
142,04/03/23 08:41:02 PM,35.56,,,,
143,04/03/23 08:41:30 PM,35.814,,,,
144,04/03/23 08:42:03 PM,36.068,,,,
145,04/03/23 08:42:42 PM,36.322,,,,
146,04/03/23 08:43:25 PM,36.576,,,,
147,04/03/23 08:43:59 PM,36.83,,,,
148,04/03/23 08:44:28 PM,37.084,,,,
149,04/03/23 08:45:04 PM,37.338,,,,
150,04/03/23 08:45:27 PM,37.592,,,,
151,04/03/23 08:45:55 PM,37.846,,,,
152,04/03/23 08:46:21 PM,38.1,,,,
153,04/03/23 08:46:55 PM,38.354,,,,
154,04/03/23 08:47:20 PM,38.608,,,,
155,04/03/23 08:47:47 PM,38.862,,,,
156,04/03/23 08:48:12 PM,39.116,,,,
157,04/03/23 08:48:51 PM,39.37,,,,
158,04/03/23 08:49:23 PM,39.624,,,,
159,04/03/23 08:49:50 PM,39.878,,,,
160,04/03/23 08:50:06 PM,40.132,,,,
161,04/03/23 08:50:23 PM,40.386,,,,
162,04/03/23 08:50:37 PM,40.64,,,,
163,04/03/23 08:50:50 PM,40.894,,,,
164,04/03/23 08:51:01 PM,41.148,,,,
165,04/03/23 08:51:13 PM,41.402,,,,
166,04/03/23 08:51:24 PM,41.656,,,,
167,04/03/23 08:51:38 PM,41.91,,,,
168,04/03/23 08:51:51 PM,42.164,,,,
169,04/03/23 08:52:08 PM,42.418,,,,
170,04/03/23 08:52:27 PM,42.672,,,,
171,04/03/23 08:52:48 PM,42.926,,,,
172,04/03/23 08:53:09 PM,43.18,,,,
173,04/03/23 08:53:37 PM,43.434,,,,
174,04/03/23 08:53:59 PM,43.688,,,,
175,04/03/23 08:54:30 PM,43.942,,,,
176,04/03/23 08:54:54 PM,44.196,,,,
177,04/03/23 08:55:21 PM,44.45,,,,
178,04/03/23 08:55:46 PM,44.704,,,,
179,04/03/23 08:56:13 PM,44.958,,,,
180,04/03/23 08:56:35 PM,45.212,,,,
181,04/03/23 08:56:57 PM,45.466,,,,
182,04/03/23 08:57:18 PM,45.72,,,,
183,04/03/23 08:57:55 PM,45.974,,,,
184,04/03/23 08:58:30 PM,46.228,,,,
185,04/03/23 08:59:15 PM,46.482,,,,
186,04/03/23 09:00:23 PM,46.736,,,,
187,04/03/23 09:01:43 PM,46.99,,,,
188,04/03/23 09:02:56 PM,47.244,,,,
189,04/03/23 09:04:55 PM,47.498,,,,
190,04/03/23 09:07:07 PM,47.752,,,,
191,04/03/23 09:10:50 PM,48.006,,,,
192,04/03/23 09:14:43 PM,48.26,,,,
193,04/03/23 09:19:35 PM,48.514,,,,
194,04/03/23 09:22:40 PM,48.768,,,,
195,04/03/23 09:27:58 PM,49.022,,,,
196,04/03/23 09:37:16 PM,49.276,,,,
197,04/05/23 01:45:09 AM,49.53,,,,
198,04/06/23 09:05:26 AM,49.784,,,,
199,04/11/23 06:07:13 AM,50.038,,,,
200,04/19/23 02:50:10 PM,,,Logged,,
201,04/19/23 02:50:18 PM,,,,Logged,
202,04/19/23 02:52:06 PM,,Logged,,,
203,04/28/23 08:18:25 AM,50.292,,,,
204,04/28/23 08:27:27 AM,50.546,,,,
205,04/30/23 09:05:30 AM,50.8,,,,
206,04/30/23 09:08:38 AM,51.054,,,,
207,04/30/23 09:20:08 AM,51.308,,,,
208,04/30/23 09:21:02 AM,51.562,,,,
209,04/30/23 09:24:27 AM,51.816,,,,
210,04/30/23 03:11:40 PM,52.07,,,,
211,04/30/23 03:12:50 PM,52.324,,,,
212,04/30/23 03:13:36 PM,52.578,,,,
213,04/30/23 03:14:40 PM,52.832,,,,
214,04/30/23 03:23:23 PM,53.086,,,,
215,04/30/23 04:35:50 PM,53.34,,,,
216,04/30/23 04:38:11 PM,53.594,,,,
217,04/30/23 04:53:39 PM,53.848,,,,
218,04/30/23 04:58:05 PM,54.102,,,,
219,04/30/23 05:00:01 PM,54.356,,,,
220,04/30/23 05:02:28 PM,54.61,,,,
221,04/30/23 05:04:50 PM,54.864,,,,
222,04/30/23 05:09:19 PM,55.118,,,,
223,04/30/23 05:49:05 PM,55.372,,,,
224,04/30/23 07:35:10 PM,55.626,,,,
225,04/30/23 07:53:17 PM,55.88,,,,
226,04/30/23 08:14:14 PM,56.134,,,,
227,04/30/23 08:15:30 PM,56.388,,,,
228,04/30/23 08:17:25 PM,56.642,,,,
229,04/30/23 10:59:21 PM,56.896,,,,
230,04/30/23 11:00:11 PM,57.15,,,,
231,04/30/23 11:00:39 PM,57.404,,,,
232,04/30/23 11:01:08 PM,57.658,,,,
233,04/30/23 11:02:00 PM,57.912,,,,
234,04/30/23 11:06:08 PM,58.166,,,,
235,05/01/23 12:58:46 AM,58.42,,,,
236,05/03/23 09:18:11 PM,58.674,,,,
237,05/03/23 09:18:41 PM,58.928,,,,
238,05/03/23 09:19:11 PM,59.182,,,,
239,05/03/23 09:19:36 PM,59.436,,,,
240,05/03/23 09:19:56 PM,59.69,,,,
241,05/03/23 09:20:20 PM,59.944,,,,
242,05/03/23 09:20:46 PM,60.198,,,,
243,05/03/23 09:21:17 PM,60.452,,,,
244,05/03/23 09:21:43 PM,60.706,,,,
245,05/03/23 09:22:24 PM,60.96,,,,
246,05/03/23 09:23:30 PM,61.214,,,,
247,05/03/23 09:25:50 PM,61.468,,,,
248,05/03/23 09:26:33 PM,61.722,,,,
249,05/03/23 09:27:27 PM,61.976,,,,
250,05/03/23 09:28:46 PM,62.23,,,,
251,05/03/23 09:30:14 PM,62.484,,,,
252,05/03/23 09:32:33 PM,62.738,,,,
253,05/03/23 09:35:45 PM,62.992,,,,
254,05/03/23 09:45:38 PM,63.246,,,,
255,05/03/23 09:53:32 PM,63.5,,,,
256,05/03/23 09:57:25 PM,63.754,,,,
257,05/03/23 09:58:55 PM,64.008,,,,
258,05/03/23 09:59:39 PM,64.262,,,,
259,05/03/23 10:00:25 PM,64.516,,,,
260,05/03/23 10:01:24 PM,64.77,,,,
261,05/03/23 10:02:08 PM,65.024,,,,
262,05/03/23 10:02:39 PM,65.278,,,,
263,05/03/23 10:03:53 PM,65.532,,,,
264,05/03/23 10:24:02 PM,65.786,,,,
265,05/03/23 10:27:47 PM,66.04,,,,
266,05/03/23 10:28:06 PM,66.294,,,,
267,05/03/23 10:28:37 PM,66.548,,,,
268,05/03/23 10:30:19 PM,66.802,,,,
269,05/03/23 10:30:48 PM,67.056,,,,
270,05/03/23 10:31:32 PM,67.31,,,,
271,05/03/23 10:32:14 PM,67.564,,,,
272,05/03/23 10:32:58 PM,67.818,,,,
273,05/03/23 10:33:59 PM,68.072,,,,
274,05/03/23 10:34:55 PM,68.326,,,,
275,05/03/23 10:35:41 PM,68.58,,,,
276,05/03/23 10:36:50 PM,68.834,,,,
277,05/03/23 10:38:03 PM,69.088,,,,
278,05/03/23 10:39:58 PM,69.342,,,,
279,05/03/23 10:42:01 PM,69.596,,,,
280,05/03/23 10:44:34 PM,69.85,,,,
281,05/03/23 10:46:25 PM,70.104,,,,
282,05/03/23 10:48:29 PM,70.358,,,,
283,05/03/23 10:49:59 PM,70.612,,,,
284,05/03/23 10:51:09 PM,70.866,,,,
285,05/03/23 10:52:19 PM,71.12,,,,
286,05/03/23 10:53:19 PM,71.374,,,,
287,05/03/23 10:54:17 PM,71.628,,,,
288,05/03/23 10:55:08 PM,71.882,,,,
289,05/03/23 10:55:45 PM,72.136,,,,
290,05/03/23 10:56:41 PM,72.39,,,,
291,05/03/23 10:57:41 PM,72.644,,,,
292,05/03/23 10:58:38 PM,72.898,,,,
293,05/03/23 10:59:50 PM,73.152,,,,
294,05/03/23 11:01:54 PM,73.406,,,,
295,05/03/23 11:04:01 PM,73.66,,,,
296,05/03/23 11:06:20 PM,73.914,,,,
297,05/03/23 11:07:52 PM,74.168,,,,
298,05/03/23 11:09:28 PM,74.422,,,,
299,05/03/23 11:10:53 PM,74.676,,,,
300,05/03/23 11:12:35 PM,74.93,,,,
301,05/03/23 11:14:26 PM,75.184,,,,
302,05/03/23 11:16:45 PM,75.438,,,,
303,05/03/23 11:18:57 PM,75.692,,,,
304,05/03/23 11:21:06 PM,75.946,,,,
305,05/03/23 11:28:20 PM,76.2,,,,
306,05/03/23 11:39:17 PM,76.454,,,,
307,05/03/23 11:57:15 PM,76.708,,,,
308,05/04/23 12:18:17 AM,76.962,,,,
309,05/04/23 12:19:43 AM,77.216,,,,
310,05/04/23 12:20:30 AM,77.47,,,,
311,05/04/23 12:21:36 AM,77.724,,,,
312,05/04/23 12:43:24 AM,77.978,,,,
313,05/04/23 01:09:13 AM,78.232,,,,
314,05/04/23 01:25:00 AM,78.486,,,,
315,05/04/23 01:38:34 AM,78.74,,,,
316,05/04/23 01:55:24 AM,78.994,,,,
317,05/04/23 02:24:48 AM,79.248,,,,
318,05/07/23 03:51:56 AM,79.502,,,,
319,05/07/23 03:56:37 AM,79.756,,,,
320,05/08/23 10:48:58 AM,80.01,,,,
321,05/08/23 11:12:39 AM,80.264,,,,
322,05/08/23 11:33:03 AM,80.518,,,,
323,05/08/23 11:47:12 AM,80.772,,,,
324,05/08/23 12:27:24 PM,81.026,,,,
325,05/08/23 12:59:37 PM,81.28,,,,
326,05/08/23 01:17:30 PM,81.534,,,,
327,05/08/23 02:06:10 PM,81.788,,,,
328,05/08/23 03:14:27 PM,82.042,,,,
329,05/08/23 03:43:56 PM,82.296,,,,
330,05/08/23 04:01:17 PM,82.55,,,,
331,05/08/23 04:10:18 PM,82.804,,,,
332,05/08/23 04:24:53 PM,83.058,,,,
333,05/09/23 01:52:14 PM,83.312,,,,
334,05/09/23 01:52:21 PM,,,Logged,,
335,05/09/23 01:52:24 PM,,,,Logged,
336,05/09/23 01:53:39 PM,,Logged,,,
337,05/10/23 10:25:14 AM,83.566,,,,
338,05/10/23 10:26:31 AM,83.82,,,,
339,05/10/23 10:28:51 AM,84.074,,,,
340,05/10/23 10:39:59 AM,84.328,,,,
341,05/10/23 10:48:39 AM,84.582,,,,
342,05/10/23 10:52:22 AM,84.836,,,,
343,05/14/23 07:24:21 AM,85.09,,,,
344,05/14/23 07:33:23 AM,85.344,,,,
345,05/14/23 07:37:27 AM,85.598,,,,
346,05/14/23 07:41:32 AM,85.852,,,,
347,05/14/23 07:46:02 AM,86.106,,,,
348,05/14/23 07:56:14 AM,86.36,,,,
349,05/14/23 08:32:02 AM,86.614,,,,
350,05/14/23 09:29:32 PM,86.868,,,,
351,05/14/23 09:36:03 PM,87.122,,,,
352,05/14/23 09:41:07 PM,87.376,,,,
353,05/14/23 09:44:26 PM,87.63,,,,
354,05/14/23 09:47:03 PM,87.884,,,,
355,05/14/23 09:49:04 PM,88.138,,,,
356,05/14/23 09:50:04 PM,88.392,,,,
357,05/14/23 09:51:02 PM,88.646,,,,
358,05/14/23 09:51:53 PM,88.9,,,,
359,05/14/23 09:52:42 PM,89.154,,,,
360,05/14/23 09:53:16 PM,89.408,,,,
361,05/14/23 09:53:48 PM,89.662,,,,
362,05/14/23 09:54:28 PM,89.916,,,,
363,05/14/23 09:55:21 PM,90.17,,,,
364,05/14/23 09:56:28 PM,90.424,,,,
365,05/14/23 09:57:46 PM,90.678,,,,
366,05/14/23 09:59:10 PM,90.932,,,,
367,05/14/23 10:00:48 PM,91.186,,,,
368,05/14/23 10:02:42 PM,91.44,,,,
369,05/14/23 10:05:08 PM,91.694,,,,
370,05/14/23 10:07:53 PM,91.948,,,,
371,05/14/23 10:10:41 PM,92.202,,,,
372,05/14/23 10:13:35 PM,92.456,,,,
373,05/14/23 10:16:02 PM,92.71,,,,
374,05/14/23 10:18:15 PM,92.964,,,,
375,05/14/23 10:20:31 PM,93.218,,,,
376,05/14/23 10:22:44 PM,93.472,,,,
377,05/14/23 10:24:49 PM,93.726,,,,
378,05/14/23 10:27:21 PM,93.98,,,,
379,05/14/23 10:29:39 PM,94.234,,,,
380,05/14/23 10:32:52 PM,94.488,,,,
381,05/15/23 02:20:54 AM,94.742,,,,
382,05/15/23 06:10:11 AM,94.996,,,,
383,05/15/23 06:13:57 AM,95.25,,,,
384,05/15/23 06:19:05 AM,95.504,,,,
385,05/19/23 03:36:14 PM,95.758,,,,
386,05/19/23 03:37:24 PM,96.012,,,,
387,05/19/23 03:37:51 PM,96.266,,,,
388,05/19/23 03:38:24 PM,96.52,,,,
389,05/19/23 03:39:07 PM,96.774,,,,
390,05/19/23 03:39:50 PM,97.028,,,,
391,05/19/23 03:40:37 PM,97.282,,,,
392,05/19/23 03:41:16 PM,97.536,,,,
393,05/19/23 03:41:54 PM,97.79,,,,
394,05/19/23 03:42:26 PM,98.044,,,,
395,05/19/23 03:42:58 PM,98.298,,,,
396,05/19/23 03:43:28 PM,98.552,,,,
397,05/19/23 03:43:53 PM,98.806,,,,
398,05/19/23 03:44:16 PM,99.06,,,,
399,05/19/23 03:44:35 PM,99.314,,,,
400,05/19/23 03:44:49 PM,99.568,,,,
401,05/19/23 03:45:07 PM,99.822,,,,
402,05/19/23 03:45:19 PM,100.076,,,,
403,05/19/23 03:45:37 PM,100.33,,,,
404,05/19/23 03:45:52 PM,100.584,,,,
405,05/19/23 03:46:05 PM,100.838,,,,
406,05/19/23 03:46:17 PM,101.092,,,,
407,05/19/23 03:46:28 PM,101.346,,,,
408,05/19/23 03:46:38 PM,101.6,,,,
409,05/19/23 03:46:52 PM,101.854,,,,
410,05/19/23 03:47:08 PM,102.108,,,,
411,05/19/23 03:47:36 PM,102.362,,,,
412,05/19/23 03:48:11 PM,102.616,,,,
413,05/19/23 03:49:03 PM,102.87,,,,
414,05/19/23 03:50:49 PM,103.124,,,,
415,05/19/23 04:04:32 PM,103.378,,,,
416,05/19/23 04:08:39 PM,103.632,,,,
417,05/19/23 04:09:53 PM,103.886,,,,
418,05/19/23 04:10:54 PM,104.14,,,,
419,05/19/23 04:13:02 PM,104.394,,,,
420,05/19/23 04:15:43 PM,104.648,,,,
421,05/19/23 04:23:30 PM,104.902,,,,
422,05/19/23 04:31:48 PM,105.156,,,,
423,05/19/23 04:37:19 PM,105.41,,,,
424,05/19/23 04:42:16 PM,105.664,,,,
425,05/19/23 05:28:34 PM,105.918,,,,
426,05/22/23 07:34:23 PM,106.172,,,,
427,05/31/23 08:27:30 PM,106.426,,,,
428,05/31/23 08:35:55 PM,106.68,,,,
429,05/31/23 08:38:40 PM,106.934,,,,
430,05/31/23 08:43:25 PM,107.188,,,,
431,05/31/23 09:44:57 PM,107.442,,,,
432,05/31/23 10:37:29 PM,107.696,,,,
433,05/31/23 10:42:55 PM,107.95,,,,
434,06/01/23 05:10:16 AM,108.204,,,,
435,06/01/23 05:11:20 AM,108.458,,,,
436,06/01/23 05:12:56 AM,108.712,,,,
437,06/01/23 05:14:14 AM,108.966,,,,
438,06/01/23 05:15:18 AM,109.22,,,,
439,06/01/23 05:16:19 AM,109.474,,,,
440,06/01/23 05:16:39 AM,109.728,,,,
441,06/01/23 05:16:55 AM,109.982,,,,
442,06/01/23 05:17:10 AM,110.236,,,,
443,06/01/23 05:17:20 AM,110.49,,,,
444,06/01/23 05:17:28 AM,110.744,,,,
445,06/01/23 05:17:36 AM,110.998,,,,
446,06/01/23 05:17:49 AM,111.252,,,,
447,06/01/23 05:18:08 AM,111.506,,,,
448,06/01/23 05:18:24 AM,111.76,,,,
449,06/01/23 05:18:53 AM,112.014,,,,
450,06/01/23 06:26:30 AM,112.268,,,,
451,06/08/23 03:17:36 PM,,,Logged,,
452,06/08/23 03:17:45 PM,,,,Logged,
453,06/08/23 03:18:31 PM,,Logged,,,
454,07/05/23 08:18:18 PM,112.522,,,,
455,07/05/23 08:22:35 PM,112.776,,,,
456,07/05/23 09:11:18 PM,113.03,,,,
457,07/09/23 05:18:06 PM,113.284,,,,
458,07/09/23 05:23:51 PM,113.538,,,,
459,07/09/23 05:26:20 PM,113.792,,,,
460,07/09/23 05:28:57 PM,114.046,,,,
461,07/09/23 05:31:21 PM,114.3,,,,
462,07/09/23 05:35:13 PM,114.554,,,,
463,07/09/23 05:38:02 PM,114.808,,,,
464,07/09/23 05:41:15 PM,115.062,,,,
465,07/09/23 05:46:06 PM,115.316,,,,
466,07/09/23 05:49:29 PM,115.57,,,,
467,07/09/23 05:52:52 PM,115.824,,,,
468,07/09/23 05:55:32 PM,116.078,,,,
469,07/09/23 05:58:28 PM,116.332,,,,
470,07/09/23 06:02:21 PM,116.586,,,,
471,07/09/23 06:05:52 PM,116.84,,,,
472,07/09/23 06:11:26 PM,117.094,,,,
473,07/09/23 06:15:05 PM,117.348,,,,
474,07/09/23 06:21:09 PM,117.602,,,,
475,07/09/23 06:27:55 PM,117.856,,,,
476,07/09/23 06:42:21 PM,118.11,,,,
477,07/09/23 06:43:52 PM,118.364,,,,
478,07/09/23 06:44:51 PM,118.618,,,,
479,07/09/23 06:45:31 PM,118.872,,,,
480,07/09/23 06:47:30 PM,119.126,,,,
481,07/09/23 06:55:59 PM,119.38,,,,
482,07/09/23 08:43:56 PM,119.634,,,,
483,07/09/23 09:14:16 PM,119.888,,,,
484,07/09/23 09:21:58 PM,120.142,,,,
485,07/09/23 09:26:48 PM,120.396,,,,
486,07/09/23 09:29:30 PM,120.65,,,,
487,07/09/23 09:31:04 PM,120.904,,,,
488,07/09/23 09:32:48 PM,121.158,,,,
489,07/09/23 09:34:01 PM,121.412,,,,
490,07/09/23 09:35:06 PM,121.666,,,,
491,07/09/23 09:35:36 PM,121.92,,,,
492,07/09/23 09:35:56 PM,122.174,,,,
493,07/09/23 09:36:13 PM,122.428,,,,
494,07/09/23 09:36:29 PM,122.682,,,,
495,07/09/23 09:36:47 PM,122.936,,,,
496,07/09/23 09:37:02 PM,123.19,,,,
497,07/09/23 09:37:16 PM,123.444,,,,
498,07/09/23 09:37:35 PM,123.698,,,,
499,07/09/23 09:37:55 PM,123.952,,,,
500,07/09/23 09:38:23 PM,124.206,,,,
501,07/09/23 09:38:50 PM,124.46,,,,
502,07/09/23 09:39:25 PM,124.714,,,,
503,07/09/23 09:39:53 PM,124.968,,,,
504,07/09/23 09:40:19 PM,125.222,,,,
505,07/09/23 09:40:48 PM,125.476,,,,
506,07/09/23 09:41:22 PM,125.73,,,,
507,07/09/23 09:41:53 PM,125.984,,,,
508,07/09/23 09:42:33 PM,126.238,,,,
509,07/09/23 09:43:08 PM,126.492,,,,
510,07/09/23 09:43:52 PM,126.746,,,,
511,07/09/23 09:44:32 PM,127,,,,
512,07/09/23 09:45:21 PM,127.254,,,,
513,07/09/23 09:46:14 PM,127.508,,,,
514,07/09/23 09:47:01 PM,127.762,,,,
515,07/09/23 09:47:59 PM,128.016,,,,
516,07/09/23 09:49:01 PM,128.27,,,,
517,07/09/23 09:49:54 PM,128.524,,,,
518,07/09/23 09:50:54 PM,128.778,,,,
519,07/09/23 09:52:00 PM,129.032,,,,
520,07/09/23 09:54:07 PM,129.286,,,,
521,07/09/23 09:57:59 PM,129.54,,,,
522,07/09/23 10:04:30 PM,129.794,,,,
523,07/09/23 10:10:05 PM,130.048,,,,
524,07/09/23 10:17:44 PM,130.302,,,,
525,07/09/23 10:23:56 PM,130.556,,,,
526,07/09/23 10:30:12 PM,130.81,,,,
527,07/09/23 10:35:55 PM,131.064,,,,
528,07/09/23 10:43:02 PM,131.318,,,,
529,07/09/23 10:52:15 PM,131.572,,,,
530,07/09/23 10:54:21 PM,131.826,,,,
531,07/09/23 10:56:14 PM,132.08,,,,
532,07/09/23 10:57:57 PM,132.334,,,,
533,07/09/23 10:59:38 PM,132.588,,,,
534,07/09/23 11:01:55 PM,132.842,,,,
535,07/09/23 11:04:09 PM,133.096,,,,
536,07/09/23 11:06:16 PM,133.35,,,,
537,07/09/23 11:08:20 PM,133.604,,,,
538,07/09/23 11:12:00 PM,133.858,,,,
539,07/09/23 11:19:21 PM,134.112,,,,
540,07/09/23 11:47:20 PM,134.366,,,,
541,07/09/23 11:53:39 PM,134.62,,,,
542,07/09/23 11:58:19 PM,134.874,,,,
543,07/10/23 12:01:02 AM,135.128,,,,
544,07/10/23 12:02:55 AM,135.382,,,,
545,07/10/23 12:05:21 AM,135.636,,,,
546,07/10/23 12:08:01 AM,135.89,,,,
547,07/10/23 12:10:43 AM,136.144,,,,
548,07/10/23 12:13:48 AM,136.398,,,,
