"Plot Title: Mseleni TC "
"#","Date Time, GMT+02:00","Rainfall, mm (LGR S/N: 20112167, SEN S/N: 20112167)","Host Connected (LGR S/N: 20112167)","Coupler Detached (LGR S/N: 20112167)","Coupler Attached (LGR S/N: 20112167)","End Of File (LGR S/N: 20112167)"
108,10/26/2021 03:51:01 AM,26.670,,,,
109,10/26/2021 03:55:42 AM,26.924,,,,
110,10/26/2021 03:59:57 AM,27.178,,,,
111,10/26/2021 04:08:29 AM,27.432,,,,
112,10/26/2021 04:13:54 AM,27.686,,,,
113,10/26/2021 04:19:13 AM,27.940,,,,
114,10/26/2021 04:32:52 AM,28.194,,,,
115,10/26/2021 05:11:05 AM,28.448,,,,
116,10/29/2021 11:09:09 PM,28.702,,,,
117,10/29/2021 11:12:47 PM,28.956,,,,
118,10/29/2021 11:15:33 PM,29.210,,,,
119,10/29/2021 11:17:45 PM,29.464,,,,
120,10/29/2021 11:21:11 PM,29.718,,,,
121,10/29/2021 11:26:02 PM,29.972,,,,
122,10/29/2021 11:32:56 PM,30.226,,,,
123,10/29/2021 11:44:01 PM,30.480,,,,
124,10/30/2021 05:13:58 AM,30.734,,,,
125,10/30/2021 06:53:39 PM,30.988,,,,
126,10/30/2021 06:55:12 PM,31.242,,,,
127,10/30/2021 06:55:54 PM,31.496,,,,
128,10/30/2021 06:56:27 PM,31.750,,,,
129,10/30/2021 06:57:05 PM,32.004,,,,
130,10/30/2021 06:57:48 PM,32.258,,,,
131,10/30/2021 06:58:18 PM,32.512,,,,
132,10/30/2021 06:58:54 PM,32.766,,,,
133,10/30/2021 06:59:44 PM,33.020,,,,
134,10/30/2021 07:00:51 PM,33.274,,,,
135,10/30/2021 07:02:10 PM,33.528,,,,
136,10/30/2021 07:04:44 PM,33.782,,,,
137,10/30/2021 07:08:07 PM,34.036,,,,
138,10/30/2021 07:10:33 PM,34.290,,,,
139,10/30/2021 07:11:47 PM,34.544,,,,
140,10/30/2021 07:13:20 PM,34.798,,,,
141,10/30/2021 07:14:56 PM,35.052,,,,
142,10/30/2021 08:00:48 PM,35.306,,,,
143,11/05/2021 05:34:08 PM,35.560,,,,
144,11/05/2021 05:44:17 PM,35.814,,,,
145,11/05/2021 05:54:57 PM,36.068,,,,
146,11/05/2021 06:02:43 PM,36.322,,,,
147,11/05/2021 06:22:32 PM,36.576,,,,
148,11/05/2021 08:46:03 PM,36.830,,,,
149,11/06/2021 06:15:49 PM,37.084,,,,
150,11/06/2021 06:46:19 PM,37.338,,,,
151,11/06/2021 06:59:28 PM,37.592,,,,
152,11/06/2021 07:22:29 PM,37.846,,,,
153,11/06/2021 07:26:44 PM,38.100,,,,
154,11/06/2021 07:35:29 PM,38.354,,,,
155,11/06/2021 07:49:11 PM,38.608,,,,
156,11/06/2021 08:18:43 PM,38.862,,,,
157,11/06/2021 08:37:09 PM,39.116,,,,
158,11/06/2021 08:42:44 PM,39.370,,,,
159,11/06/2021 08:45:55 PM,39.624,,,,
160,11/06/2021 08:48:48 PM,39.878,,,,
161,11/06/2021 08:51:26 PM,40.132,,,,
162,11/07/2021 07:40:44 PM,40.386,,,,
163,11/07/2021 08:40:14 PM,40.640,,,,
164,11/07/2021 08:44:34 PM,40.894,,,,
165,11/07/2021 08:47:41 PM,41.148,,,,
166,11/07/2021 08:50:30 PM,41.402,,,,
167,11/07/2021 08:53:23 PM,41.656,,,,
168,11/07/2021 09:17:19 PM,41.910,,,,
169,11/07/2021 09:21:06 PM,42.164,,,,
170,11/07/2021 09:36:13 PM,42.418,,,,
171,11/08/2021 12:01:56 AM,42.672,,,,
172,11/08/2021 12:35:29 AM,42.926,,,,
173,11/08/2021 01:15:34 AM,43.180,,,,
174,11/08/2021 01:38:41 AM,43.434,,,,
175,11/08/2021 01:52:32 AM,43.688,,,,
176,11/08/2021 02:00:52 AM,43.942,,,,
177,11/08/2021 02:05:13 AM,44.196,,,,
178,11/08/2021 02:08:51 AM,44.450,,,,
179,11/08/2021 02:11:43 AM,44.704,,,,
180,11/08/2021 02:14:49 AM,44.958,,,,
181,11/08/2021 02:17:42 AM,45.212,,,,
182,11/08/2021 02:21:57 AM,45.466,,,,
183,11/08/2021 02:26:02 AM,45.720,,,,
184,11/08/2021 02:32:02 AM,45.974,,,,
185,11/08/2021 02:44:28 AM,46.228,,,,
186,11/08/2021 03:33:28 AM,46.482,,,,
187,11/09/2021 02:51:54 AM,46.736,,,,
188,11/14/2021 07:01:05 AM,46.990,,,,
189,11/14/2021 08:56:30 AM,47.244,,,,
190,11/17/2021 10:57:40 AM,,,,Logged,
191,11/17/2021 10:57:47 AM,,Logged,,,
192,11/17/2021 10:58:23 AM,,,Logged,,
193,11/20/2021 06:13:51 AM,47.498,,,,
194,11/20/2021 02:33:41 PM,47.752,,,,
195,11/20/2021 02:38:03 PM,48.006,,,,
196,11/20/2021 08:45:16 PM,48.260,,,,
197,11/20/2021 08:52:23 PM,48.514,,,,
198,11/20/2021 09:04:00 PM,48.768,,,,
199,11/22/2021 01:05:13 AM,49.022,,,,
200,11/22/2021 03:35:04 AM,49.276,,,,
201,11/22/2021 04:41:17 AM,49.530,,,,
202,11/22/2021 04:41:51 AM,49.784,,,,
203,11/22/2021 04:42:56 AM,50.038,,,,
204,11/22/2021 04:52:09 AM,50.292,,,,
205,11/22/2021 05:16:09 AM,50.546,,,,
206,11/22/2021 06:12:58 AM,50.800,,,,
207,11/22/2021 12:22:10 PM,51.054,,,,
208,11/22/2021 12:28:28 PM,51.308,,,,
209,11/22/2021 03:41:16 PM,51.562,,,,
210,11/22/2021 03:50:17 PM,51.816,,,,
211,11/23/2021 04:01:34 AM,52.070,,,,
212,11/23/2021 04:02:05 AM,52.324,,,,
213,11/23/2021 04:03:24 AM,52.578,,,,
214,11/23/2021 04:06:17 AM,52.832,,,,
215,11/23/2021 04:08:03 AM,53.086,,,,
216,11/23/2021 04:09:57 AM,53.340,,,,
217,11/23/2021 04:11:07 AM,53.594,,,,
218,11/23/2021 04:12:56 AM,53.848,,,,
219,11/23/2021 04:20:33 AM,54.102,,,,
220,11/23/2021 04:26:49 AM,54.356,,,,
221,11/23/2021 04:28:13 AM,54.610,,,,
222,11/23/2021 04:29:14 AM,54.864,,,,
223,11/23/2021 04:32:10 AM,55.118,,,,
224,11/23/2021 04:34:57 AM,55.372,,,,
225,11/23/2021 04:38:24 AM,55.626,,,,
226,11/23/2021 04:41:05 AM,55.880,,,,
227,11/23/2021 04:45:09 AM,56.134,,,,
228,11/23/2021 04:52:33 AM,56.388,,,,
229,11/23/2021 04:59:41 AM,56.642,,,,
230,11/26/2021 12:32:40 AM,56.896,,,,
231,11/26/2021 01:06:37 PM,57.150,,,,
232,11/26/2021 01:06:46 PM,57.404,,,,
233,11/26/2021 01:06:47 PM,57.658,,,,
234,11/26/2021 01:06:48 PM,57.912,,,,
235,11/26/2021 01:06:55 PM,58.166,,,,
236,12/05/2021 01:32:25 AM,58.420,,,,
237,12/05/2021 01:32:41 AM,58.674,,,,
238,12/05/2021 01:32:48 AM,58.928,,,,
239,12/05/2021 01:32:55 AM,59.182,,,,
240,12/05/2021 01:33:05 AM,59.436,,,,
241,12/05/2021 01:33:19 AM,59.690,,,,
242,12/05/2021 01:33:33 AM,59.944,,,,
243,12/05/2021 01:33:47 AM,60.198,,,,
244,12/05/2021 01:34:00 AM,60.452,,,,
245,12/05/2021 01:34:15 AM,60.706,,,,
246,12/05/2021 01:34:28 AM,60.960,,,,
247,12/05/2021 01:34:45 AM,61.214,,,,
248,12/05/2021 01:34:58 AM,61.468,,,,
249,12/05/2021 01:35:14 AM,61.722,,,,
250,12/05/2021 01:35:28 AM,61.976,,,,
251,12/05/2021 01:35:50 AM,62.230,,,,
252,12/05/2021 01:36:06 AM,62.484,,,,
253,12/05/2021 01:36:24 AM,62.738,,,,
254,12/05/2021 01:36:38 AM,62.992,,,,
255,12/05/2021 01:36:52 AM,63.246,,,,
256,12/05/2021 01:37:04 AM,63.500,,,,
257,12/05/2021 01:37:20 AM,63.754,,,,
258,12/05/2021 01:37:33 AM,64.008,,,,
259,12/05/2021 01:37:48 AM,64.262,,,,
260,12/05/2021 01:38:01 AM,64.516,,,,
261,12/05/2021 01:38:18 AM,64.770,,,,
262,12/05/2021 01:38:30 AM,65.024,,,,
263,12/05/2021 01:38:45 AM,65.278,,,,
264,12/05/2021 01:38:56 AM,65.532,,,,
265,12/05/2021 01:39:10 AM,65.786,,,,
266,12/05/2021 01:39:23 AM,66.040,,,,
267,12/05/2021 01:39:35 AM,66.294,,,,
268,12/05/2021 01:39:46 AM,66.548,,,,
269,12/05/2021 01:39:59 AM,66.802,,,,
270,12/05/2021 01:40:12 AM,67.056,,,,
271,12/05/2021 01:40:24 AM,67.310,,,,
272,12/05/2021 01:40:33 AM,67.564,,,,
273,12/05/2021 01:40:45 AM,67.818,,,,
274,12/05/2021 01:40:54 AM,68.072,,,,
275,12/05/2021 01:41:03 AM,68.326,,,,
276,12/05/2021 01:41:12 AM,68.580,,,,
277,12/05/2021 01:41:21 AM,68.834,,,,
278,12/05/2021 01:41:29 AM,69.088,,,,
279,12/05/2021 01:41:40 AM,69.342,,,,
280,12/05/2021 01:41:47 AM,69.596,,,,
281,12/05/2021 01:41:55 AM,69.850,,,,
282,12/05/2021 01:42:02 AM,70.104,,,,
283,12/05/2021 01:42:08 AM,70.358,,,,
284,12/05/2021 01:42:14 AM,70.612,,,,
285,12/05/2021 01:42:21 AM,70.866,,,,
286,12/05/2021 01:42:26 AM,71.120,,,,
287,12/05/2021 01:42:33 AM,71.374,,,,
288,12/05/2021 01:42:38 AM,71.628,,,,
289,12/05/2021 01:42:44 AM,71.882,,,,
290,12/05/2021 01:42:50 AM,72.136,,,,
291,12/05/2021 01:42:57 AM,72.390,,,,
292,12/05/2021 01:43:02 AM,72.644,,,,
293,12/05/2021 01:43:11 AM,72.898,,,,
294,12/05/2021 01:43:17 AM,73.152,,,,
295,12/05/2021 01:43:23 AM,73.406,,,,
296,12/05/2021 01:43:29 AM,73.660,,,,
297,12/05/2021 01:43:36 AM,73.914,,,,
298,12/05/2021 01:43:43 AM,74.168,,,,
299,12/05/2021 01:43:52 AM,74.422,,,,
300,12/05/2021 01:43:58 AM,74.676,,,,
301,12/05/2021 01:44:06 AM,74.930,,,,
302,12/05/2021 01:44:12 AM,75.184,,,,
303,12/05/2021 01:44:22 AM,75.438,,,,
304,12/05/2021 01:44:29 AM,75.692,,,,
305,12/05/2021 01:44:38 AM,75.946,,,,
306,12/05/2021 01:44:46 AM,76.200,,,,
307,12/05/2021 01:44:56 AM,76.454,,,,
308,12/05/2021 01:45:04 AM,76.708,,,,
309,12/05/2021 01:45:15 AM,76.962,,,,
310,12/05/2021 01:45:25 AM,77.216,,,,
311,12/05/2021 01:45:34 AM,77.470,,,,
312,12/05/2021 01:45:42 AM,77.724,,,,
313,12/05/2021 01:45:52 AM,77.978,,,,
314,12/05/2021 01:46:01 AM,78.232,,,,
315,12/05/2021 01:46:11 AM,78.486,,,,
316,12/05/2021 01:46:20 AM,78.740,,,,
317,12/05/2021 01:46:35 AM,78.994,,,,
318,12/05/2021 01:46:44 AM,79.248,,,,
319,12/05/2021 01:46:55 AM,79.502,,,,
320,12/05/2021 01:47:05 AM,79.756,,,,
321,12/05/2021 01:47:16 AM,80.010,,,,
322,12/05/2021 01:47:28 AM,80.264,,,,
323,12/05/2021 01:47:41 AM,80.518,,,,
324,12/05/2021 01:47:52 AM,80.772,,,,
325,12/05/2021 01:48:04 AM,81.026,,,,
326,12/05/2021 01:48:14 AM,81.280,,,,
327,12/05/2021 01:48:28 AM,81.534,,,,
328,12/05/2021 01:48:38 AM,81.788,,,,
329,12/05/2021 01:48:50 AM,82.042,,,,
330,12/05/2021 01:49:01 AM,82.296,,,,
331,12/05/2021 01:49:12 AM,82.550,,,,
332,12/05/2021 01:49:23 AM,82.804,,,,
333,12/05/2021 01:49:38 AM,83.058,,,,
334,12/05/2021 01:49:51 AM,83.312,,,,
335,12/05/2021 01:50:07 AM,83.566,,,,
336,12/05/2021 01:50:21 AM,83.820,,,,
337,12/05/2021 01:50:39 AM,84.074,,,,
338,12/05/2021 01:51:00 AM,84.328,,,,
339,12/05/2021 01:51:41 AM,84.582,,,,
340,12/05/2021 01:52:30 AM,84.836,,,,
341,12/05/2021 01:53:43 AM,85.090,,,,
342,12/05/2021 01:54:55 AM,85.344,,,,
343,12/05/2021 01:56:21 AM,85.598,,,,
344,12/05/2021 02:00:58 AM,85.852,,,,
345,12/05/2021 02:47:54 AM,86.106,,,,
346,12/05/2021 03:05:08 AM,86.360,,,,
347,12/05/2021 04:20:21 AM,86.614,,,,
348,12/05/2021 04:33:05 AM,86.868,,,,
349,12/05/2021 04:59:40 AM,87.122,,,,
350,12/05/2021 05:29:48 AM,87.376,,,,
351,12/05/2021 05:42:01 AM,87.630,,,,
352,12/05/2021 05:55:43 AM,87.884,,,,
353,12/05/2021 06:14:46 AM,88.138,,,,
354,12/05/2021 06:28:32 AM,88.392,,,,
355,12/05/2021 06:38:27 AM,88.646,,,,
356,12/05/2021 06:47:12 AM,88.900,,,,
357,12/05/2021 06:55:34 AM,89.154,,,,
358,12/05/2021 07:03:15 AM,89.408,,,,
359,12/05/2021 07:12:30 AM,89.662,,,,
360,12/05/2021 07:38:35 AM,89.916,,,,
361,12/06/2021 05:36:09 AM,90.170,,,,
362,12/06/2021 05:41:24 AM,90.424,,,,
363,12/06/2021 05:43:10 AM,90.678,,,,
364,12/06/2021 06:06:54 AM,90.932,,,,
365,12/06/2021 06:10:49 AM,91.186,,,,
366,12/06/2021 06:20:06 AM,91.440,,,,
367,12/06/2021 06:20:57 AM,91.694,,,,
368,12/06/2021 06:21:20 AM,91.948,,,,
369,12/06/2021 06:21:39 AM,92.202,,,,
370,12/06/2021 06:21:54 AM,92.456,,,,
371,12/06/2021 06:22:13 AM,92.710,,,,
372,12/06/2021 06:22:29 AM,92.964,,,,
373,12/06/2021 06:22:44 AM,93.218,,,,
374,12/06/2021 06:23:00 AM,93.472,,,,
375,12/06/2021 06:23:46 AM,93.726,,,,
376,12/06/2021 06:27:36 AM,93.980,,,,
377,12/06/2021 06:37:59 AM,94.234,,,,
378,12/06/2021 06:39:51 AM,94.488,,,,
379,12/06/2021 06:41:01 AM,94.742,,,,
380,12/06/2021 06:41:25 AM,94.996,,,,
381,12/06/2021 06:42:07 AM,95.250,,,,
382,12/06/2021 06:42:44 AM,95.504,,,,
383,12/06/2021 06:43:31 AM,95.758,,,,
384,12/08/2021 01:30:30 AM,96.012,,,,
385,12/08/2021 02:05:32 AM,96.266,,,,
386,12/09/2021 12:26:54 AM,96.520,,,,
387,12/10/2021 12:52:11 AM,96.774,,,,
388,12/10/2021 12:59:54 AM,97.028,,,,
389,12/10/2021 01:05:38 AM,97.282,,,,
390,12/10/2021 01:09:48 AM,97.536,,,,
391,12/10/2021 01:13:36 AM,97.790,,,,
392,12/10/2021 01:18:23 AM,98.044,,,,
393,12/10/2021 01:21:38 AM,98.298,,,,
394,12/10/2021 01:24:48 AM,98.552,,,,
395,12/10/2021 01:30:01 AM,98.806,,,,
396,12/10/2021 01:38:20 AM,99.060,,,,
397,12/12/2021 11:05:40 PM,99.314,,,,
398,12/12/2021 11:30:22 PM,99.568,,,,
399,12/12/2021 11:40:42 PM,99.822,,,,
400,12/13/2021 01:13:48 AM,100.076,,,,
401,12/13/2021 06:31:52 PM,100.330,,,,
402,12/13/2021 07:43:04 PM,100.584,,,,
403,12/14/2021 12:51:05 AM,100.838,,,,
404,12/16/2021 07:07:58 PM,101.092,,,,
405,12/16/2021 11:03:13 PM,101.346,,,,
406,12/16/2021 11:29:46 PM,101.600,,,,
407,12/16/2021 11:40:36 PM,101.854,,,,
408,12/16/2021 11:48:21 PM,102.108,,,,
409,12/17/2021 12:14:23 AM,102.362,,,,
410,12/17/2021 12:44:14 AM,102.616,,,,
411,12/17/2021 12:50:49 AM,102.870,,,,
412,12/17/2021 12:57:30 AM,103.124,,,,
413,12/17/2021 01:05:26 AM,103.378,,,,
414,12/17/2021 01:29:30 AM,103.632,,,,
415,12/17/2021 01:43:06 AM,103.886,,,,
416,12/17/2021 03:22:06 AM,104.140,,,,
417,12/17/2021 05:46:55 AM,104.394,,,,
418,12/17/2021 05:53:37 AM,104.648,,,,
419,12/17/2021 05:59:26 AM,104.902,,,,
420,12/17/2021 06:14:14 AM,105.156,,,,
421,12/17/2021 06:29:56 AM,105.410,,,,
422,12/17/2021 06:40:19 AM,105.664,,,,
423,12/17/2021 06:46:27 AM,105.918,,,,
424,12/17/2021 06:50:07 AM,106.172,,,,
425,12/17/2021 06:56:16 AM,106.426,,,,
426,12/17/2021 07:11:02 AM,106.680,,,,
427,12/17/2021 09:33:46 AM,106.934,,,,
428,12/17/2021 09:37:46 AM,107.188,,,,
429,12/17/2021 10:31:41 AM,107.442,,,,
430,12/17/2021 11:04:09 AM,107.696,,,,
431,12/17/2021 11:06:23 AM,107.950,,,,
432,12/17/2021 11:08:28 AM,108.204,,,,
433,12/17/2021 12:08:38 PM,108.458,,,,
434,12/17/2021 12:08:43 PM,,,,Logged,
435,12/17/2021 12:09:02 PM,,Logged,,,
436,12/17/2021 12:09:43 PM,,,Logged,,
437,12/17/2021 12:26:44 PM,108.712,,,,
438,12/17/2021 12:27:24 PM,108.966,,,,
439,12/17/2021 12:27:47 PM,109.220,,,,
440,12/17/2021 12:28:39 PM,109.474,,,,
441,12/17/2021 12:29:41 PM,109.728,,,,
442,12/17/2021 12:31:42 PM,109.982,,,,
443,12/17/2021 01:02:40 PM,110.236,,,,
444,12/17/2021 01:04:04 PM,110.490,,,,
445,12/17/2021 01:08:02 PM,110.744,,,,
446,12/17/2021 01:10:40 PM,110.998,,,,
447,12/17/2021 01:11:41 PM,111.252,,,,
448,12/17/2021 01:12:31 PM,111.506,,,,
449,12/17/2021 02:23:38 PM,111.760,,,,
450,12/17/2021 03:28:07 PM,112.014,,,,
451,12/17/2021 06:38:08 PM,112.268,,,,
452,12/17/2021 08:13:19 PM,112.522,,,,
453,12/17/2021 08:17:38 PM,112.776,,,,
454,12/17/2021 09:29:05 PM,113.030,,,,
455,12/17/2021 09:34:29 PM,113.284,,,,
456,12/19/2021 09:12:54 PM,113.538,,,,
457,12/20/2021 01:05:18 PM,113.792,,,,
458,12/20/2021 01:07:00 PM,114.046,,,,
459,12/20/2021 01:08:39 PM,114.300,,,,
460,12/20/2021 01:12:58 PM,114.554,,,,
461,12/21/2021 01:47:35 PM,114.808,,,,
462,12/22/2021 01:50:10 AM,115.062,,,,
463,12/22/2021 02:19:06 AM,115.316,,,,
464,12/22/2021 02:52:33 AM,115.570,,,,
465,12/24/2021 01:28:42 AM,115.824,,,,
466,12/24/2021 01:38:14 AM,116.078,,,,
467,12/24/2021 02:14:31 AM,116.332,,,,
468,12/24/2021 02:52:01 AM,116.586,,,,
469,12/24/2021 06:01:00 AM,116.840,,,,
470,12/24/2021 06:07:26 AM,117.094,,,,
471,12/24/2021 06:09:47 AM,117.348,,,,
472,12/24/2021 06:15:31 AM,117.602,,,,
473,12/24/2021 06:17:23 AM,117.856,,,,
474,12/24/2021 07:45:33 AM,118.110,,,,
475,12/24/2021 07:46:55 AM,118.364,,,,
476,12/24/2021 07:47:55 AM,118.618,,,,
477,12/24/2021 07:48:36 AM,118.872,,,,
478,12/24/2021 07:50:04 AM,119.126,,,,
479,12/24/2021 07:50:57 AM,119.380,,,,
480,12/24/2021 07:52:34 AM,119.634,,,,
481,12/24/2021 07:55:08 AM,119.888,,,,
482,12/24/2021 11:47:44 AM,120.142,,,,
483,12/24/2021 12:24:17 PM,120.396,,,,
484,12/24/2021 03:00:52 PM,120.650,,,,
485,12/24/2021 10:55:00 PM,120.904,,,,
486,12/26/2021 11:55:03 AM,121.158,,,,
487,12/27/2021 02:18:53 PM,121.412,,,,
488,12/27/2021 02:27:11 PM,121.666,,,,
489,12/27/2021 02:29:16 PM,121.920,,,,
490,12/27/2021 02:33:25 PM,122.174,,,,
491,12/27/2021 02:35:05 PM,122.428,,,,
492,12/27/2021 02:36:41 PM,122.682,,,,
493,12/27/2021 02:37:21 PM,122.936,,,,
494,12/27/2021 02:37:57 PM,123.190,,,,
495,12/27/2021 02:38:18 PM,123.444,,,,
496,12/27/2021 02:38:40 PM,123.698,,,,
497,12/27/2021 02:39:07 PM,123.952,,,,
498,12/27/2021 02:39:50 PM,124.206,,,,
499,12/27/2021 02:40:39 PM,124.460,,,,
500,12/27/2021 02:41:28 PM,124.714,,,,
501,12/27/2021 02:41:58 PM,124.968,,,,
502,12/27/2021 02:42:41 PM,125.222,,,,
503,12/27/2021 02:43:03 PM,125.476,,,,
504,12/27/2021 02:43:27 PM,125.730,,,,
505,12/27/2021 02:43:48 PM,125.984,,,,
506,12/27/2021 02:44:15 PM,126.238,,,,
507,12/27/2021 02:44:36 PM,126.492,,,,
508,12/27/2021 02:44:56 PM,126.746,,,,
509,12/27/2021 02:45:12 PM,127.000,,,,
510,12/27/2021 02:45:30 PM,127.254,,,,
511,12/27/2021 02:45:44 PM,127.508,,,,
512,12/27/2021 02:46:00 PM,127.762,,,,
513,12/27/2021 02:46:11 PM,128.016,,,,
514,12/27/2021 02:46:26 PM,128.270,,,,
515,12/27/2021 02:46:37 PM,128.524,,,,
516,12/27/2021 02:46:50 PM,128.778,,,,
517,12/27/2021 02:47:00 PM,129.032,,,,
518,12/27/2021 02:47:10 PM,129.286,,,,
519,12/27/2021 02:47:19 PM,129.540,,,,
520,12/27/2021 02:47:29 PM,129.794,,,,
521,12/27/2021 02:47:38 PM,130.048,,,,
522,12/27/2021 02:47:46 PM,130.302,,,,
523,12/27/2021 02:47:55 PM,130.556,,,,
524,12/27/2021 02:48:05 PM,130.810,,,,
525,12/27/2021 02:48:16 PM,131.064,,,,
526,12/27/2021 02:48:30 PM,131.318,,,,
527,12/27/2021 02:48:44 PM,131.572,,,,
